;Matricula;Mes_Recebimento;Padrao_Antigo;R1002_Antiga;R1007_Antiga;R1028_Antiga;R1170_Antiga;R1067_Antiga;R1013_Antiga;R1014_Antiga;R1002_Nova;R1007_Nova;R1028_Nova;R1170_Nova;R1067_Nova
;12799;092023;C54-E;24214.29;726.43;6053.57;3632.14;0;0;0;24214.29;726.43;6053.57;3632.14;0
;12803;092023;C54-E;24214.29;726.43;6537.85;3632.14;0;0;0;24214.29;726.43;6537.85;3632.14;0
;12817;092023;C54-E;24214.29;726.43;6537.85;1452.85;0;0;0;24214.29;726.43;6537.85;1452.85;0
;12823;092023;C54-E;24214.29;726.43;7264.28;3632.14;0;0;0;24214.29;726.43;7264.28;3632.14;0
;12858;092023;C54-E;24214.29;726.43;7506.42;3632.14;5059.48;0;0;24214.29;726.43;7506.42;3632.14;5059.48
;12872;092023;C54-E;24214.29;726.43;6053.57;2421.42;0;0;0;24214.29;726.43;6053.57;2421.42;0
;12926;092023;D39-E;16240.32;487.21;4384.88;2436.04;0;0;0;16240.32;487.21;4547.28;2436.04;0
;12941;092023;D39-E;16240.32;487.21;4384.88;2354.84;0;0;0;16240.32;487.21;4384.88;2354.84;0
;12961;092023;D39-E;16240.32;487.21;5196.9;2436.04;0;0;0;16240.32;487.21;5196.9;2436.04;0
;13095;092023;B69-E;36103.43;1083.1;11192.06;5415.51;5262.59;0;0;36103.43;1083.1;11192.06;5415.51;5262.59
;13098;092023;B69-E;36103.43;1083.1;8664.82;4512.92;0;0;0;36103.43;1083.1;8664.82;4512.92;0
;13102;092023;B69-E;36103.43;1083.1;9386.89;5415.51;0;12529.98;0;36103.43;1083.1;9747.92;5415.51;0
;13105;092023;B69-E;36103.43;1083.1;10469.99;5415.51;0;0;0;36103.43;1083.1;10469.99;5415.51;0
;13109;092023;B69-E;36103.43;1083.1;10831.02;4332.41;0;0;0;36103.43;1083.1;10831.02;4332.41;0
;13111;092023;B69-E;36103.43;1083.1;10831.02;5415.51;0;0;0;36103.43;1083.1;10831.02;5415.51;0
;13117;092023;B69-E;36103.43;1083.1;10108.96;5415.51;0;0;0;36103.43;1083.1;10108.96;5415.51;0
;13143;092023;B69-E;36103.43;1083.1;10469.99;5415.51;0;0;0;36103.43;1083.1;10469.99;5415.51;0
;13150;092023;B69-E;36103.43;1083.1;8664.82;5415.51;0;0;0;36103.43;1083.1;8664.82;5415.51;0
;13157;092023;D39-E;16240.32;487.21;3897.67;2436.04;0;0;0;16240.32;487.21;3897.67;2436.04;0
;13160;092023;C54-E;24214.29;726.43;6295.71;3632.14;4889.98;0;0;24214.29;726.43;6295.71;3632.14;4889.98
;13162;092023;C54-E;24214.29;726.43;5811.42;3632.14;0;0;0;24214.29;726.43;5811.42;3632.14;0
;13171;092023;C54-E;24214.29;726.43;6537.85;3632.14;0;0;0;24214.29;726.43;6537.85;3632.14;0
;13172;092023;C54-E;24214.29;726.43;7264.28;3632.14;0;0;0;24214.29;726.43;7264.28;3632.14;0
;13173;092023;C54-E;24214.29;726.43;6295.71;3632.14;0;0;0;24214.29;726.43;6295.71;3632.14;0
;13175;092023;D39-E;16240.32;487.21;4547.28;2436.04;0;0;0;16240.32;487.21;4547.28;2436.04;0
;13177;092023;D39-E;16240.32;487.21;4547.28;2436.04;0;0;0;16240.32;487.21;4547.28;2436.04;0
;13178;092023;E24-E;10892.27;326.77;3049.83;1633.84;2234.76;6045.82;7316.17;10892.27;326.77;3049.83;1633.84;2234.76
;13179;092023;D39-E;16240.32;487.21;4384.88;2436.04;0;0;0;16240.32;487.21;4384.88;2436.04;0
;13180;092023;D39-E;16240.32;487.21;4384.88;2436.04;0;0;0;16240.32;487.21;4384.88;2436.04;0
;13182;092023;C54-E;24214.29;726.43;6537.85;3632.14;0;0;0;24214.29;726.43;6537.85;3632.14;0
;13196;092023;E24-E;10892.27;326.77;3049.83;1633.84;2241.25;0;0;10892.27;326.77;3049.83;1633.84;2241.25
;13197;092023;C54-E;24214.29;726.43;7022.14;3632.14;0;0;0;24214.29;726.43;7022.14;3632.14;0
;13198;092023;D39-E;16240.32;487.21;4872.09;2436.04;3399.99;0;0;16240.32;487.21;4872.09;2436.04;3399.99
;13202;092023;C54-E;24214.29;726.43;6537.85;3632.14;0;0;0;24214.29;726.43;6537.85;3632.14;0
;13203;092023;D39-E;16240.32;487.21;5846.51;2436.04;3509.79;0;0;16240.32;487.21;5846.51;2436.04;3509.79
;13204;092023;B69-E;36103.43;1083.1;10108.96;5415.51;0;0;0;36103.43;1083.1;10108.96;5415.51;0
;13208;092023;D39-E;16240.32;487.21;3897.67;2436.04;0;0;0;16240.32;487.21;3897.67;2436.04;0
;13210;092023;E24-E;10892.27;326.77;2614.14;1633.84;2165.38;0;0;10892.27;326.77;2614.14;1633.84;2165.38
;13213;092023;E24-E;10892.27;326.77;3267.68;707.99;0;0;0;10892.27;326.77;3267.68;707.99;0
;13216;092023;E24-E;10892.27;326.77;2614.14;1198.14;0;0;0;10892.27;326.77;2614.14;1198.14;0
;13220;092023;D39-E;16240.32;487.21;5521.7;1218.02;0;0;0;16240.32;487.21;5521.7;1218.02;0
;13221;092023;E24-E;10892.27;326.77;4247.98;1633.84;2402.5;0;0;10892.27;326.77;4356.9;1633.84;2417.75
;13226;092023;E24-E;10892.27;326.77;2723.06;1633.84;0;0;0;10892.27;326.77;2723.06;1633.84;0
;13232;092023;C54-E;24214.29;726.43;7990.71;3632.14;0;0;0;24214.29;726.43;7990.71;3632.14;0
;13233;092023;E24-E;10892.27;326.77;3158.75;1633.84;0;0;0;10892.27;326.77;3158.75;1633.84;0
;13243;092023;E24-E;10892.27;326.77;2614.14;1633.84;0;5155.67;6874.05;10892.27;326.77;2614.14;1633.84;0
;13244;092023;D39-E;16240.32;487.21;4060.08;2436.04;0;0;0;16240.32;487.21;4060.08;2436.04;0
;13251;092023;B69-E;36103.43;1083.1;10831.02;5415.51;4942.34;0;0;36103.43;1083.1;10831.02;5415.51;4942.34
;13253;092023;C54-E;24214.29;726.43;6537.85;3632.14;4915.49;0;0;24214.29;726.43;6537.85;3632.14;4915.49
;13260;092023;E24-E;10892.27;326.77;3158.75;1633.84;0;0;0;10892.27;326.77;3158.75;1633.84;0
;13261;092023;C54-E;24214.29;726.43;7264.28;3632.14;0;0;0;24214.29;726.43;7264.28;3632.14;0
;13266;092023;E24-E;10892.27;326.77;2614.14;1524.91;0;0;0;10892.27;326.77;2614.14;1524.91;0
;13267;092023;E24-E;10892.27;326.77;2614.14;1633.84;2173.76;0;0;10892.27;326.77;2614.14;1633.84;2173.76
;13268;092023;D39-E;16240.32;487.21;4709.69;2436.04;0;0;0;16240.32;487.21;4709.69;2436.04;0
;13271;092023;E24-E;10892.27;326.77;3158.75;1524.91;2234.75;0;0;10892.27;326.77;3158.75;1524.91;2234.75
;13272;092023;C54-E;24214.29;726.43;6537.85;3632.14;0;0;0;24214.29;726.43;6537.85;3632.14;0
;13274;092023;E24-E;10892.27;326.77;2723.06;1089.22;2112.76;0;0;10892.27;326.77;2723.06;1089.22;2112.76
;13275;092023;D39-E;16240.32;487.21;3897.67;2436.04;0;0;0;16240.32;487.21;3897.67;2436.04;0
;13278;092023;E24-E;10892.27;326.77;2940.91;1633.84;2211.13;0;0;10892.27;326.77;2940.91;1633.84;2211.13
;13280;092023;E24-E;10892.27;326.77;2614.14;1633.84;2165.38;0;0;10892.27;326.77;2614.14;1633.84;2165.38
;13281;092023;E24-E;10892.27;326.77;3703.37;1633.84;2552.84;0;0;10892.27;326.77;3703.37;1633.84;2552.84
;13289;092023;E24-E;10892.27;326.77;2614.14;1633.84;0;0;0;10892.27;326.77;2614.14;1633.84;0
;13295;092023;E24-E;10892.27;326.77;4139.06;1633.84;2387.25;0;0;10892.27;326.77;4139.06;1633.84;2387.25
;13307;092023;C54-E;24214.29;726.43;5811.42;3390;0;0;0;24214.29;726.43;5811.42;3390;0
;13308;092023;A69-E;36103.43;1083.1;8664.82;5415.51;0;0;0;36103.43;1083.1;8664.82;5415.51;0
;13359;092023;C54-E;24214.29;726.43;6295.71;1937.14;0;0;0;24214.29;726.43;6295.71;1937.14;0
;13458;092023;C51-E;22485.38;674.56;5171.63;3372.8;0;0;0;22485.38;674.56;5171.63;3372.8;0
;13459;092023;C54-E;24214.29;726.43;5569.28;3632.14;0;0;0;24214.29;726.43;5811.42;3632.14;0
;13461;092023;C54-E;24214.29;726.43;7264.28;1210.71;4686.58;0;0;24214.29;726.43;7264.28;1210.71;4686.58
;13465;092023;C54-E;24214.29;726.43;7264.28;3632.14;5017.19;0;0;24214.29;726.43;7264.28;3632.14;5017.19
;13466;092023;C54-E;24214.29;726.43;8232.85;3632.14;4588.83;0;0;24214.29;726.43;8232.85;3632.14;5161.18
;13491;092023;B69-E;36103.43;1083.1;11553.09;5415.51;5262.59;0;0;36103.43;1083.1;11553.09;5415.51;5262.59
;13498;092023;B66-E;33525.63;1005.77;10057.68;5028.84;0;0;0;33525.63;1005.77;10392.94;5028.84;0
;13516;092023;C54-E;24214.29;726.43;5811.42;3632.14;0;0;0;24214.29;726.43;5811.42;3632.14;0
;13525;092023;C54-E;24214.29;726.43;6537.85;3632.14;0;0;0;24214.29;726.43;6537.85;3632.14;0
;13588;092023;B69-E;36103.43;1083.1;8303.78;2166.2;0;0;0;36103.43;1083.1;8303.78;2166.2;0
;13671;092023;C54-E;24214.29;726.43;7990.71;3632.14;5127.28;0;0;24214.29;726.43;7990.71;3632.14;5127.28
;13711;092023;B69-E;36103.43;1083.1;9025.85;5415.51;5262.59;0;0;36103.43;1083.1;9025.85;5415.51;5262.59
;14236;092023;C54-E;24214.29;726.43;5811.42;3632.14;4607.02;0;0;24214.29;726.43;5811.42;3632.14;4822.18
;14242;092023;C54-E;24214.29;726.43;6780;3632.14;4637.71;0;0;24214.29;726.43;6780;3632.14;4957.78
;14246;092023;C54-E;24214.29;726.43;5327.14;3632.14;0;0;0;24214.29;726.43;5327.14;3632.14;0
;14274;092023;C54-E;24214.29;726.43;6780;3632.14;4633.4;0;0;24214.29;726.43;6780;3632.14;4957.78
;14304;092023;C54-E;24214.29;726.43;7990.71;3632.14;0;0;0;24214.29;726.43;7990.71;3632.14;0
;14356;092023;C54-E;24214.29;726.43;7264.28;3632.14;5017.19;0;0;24214.29;726.43;7264.28;3632.14;5017.19
;14428;092023;B69-E;36103.43;1083.1;10108.96;5415.51;5262.59;0;0;36103.43;1083.1;10108.96;5415.51;5262.59
;14447;092023;C54-E;24214.29;726.43;6053.57;3632.14;5262.59;0;0;24214.29;726.43;6053.57;3632.14;5262.59
;16540;092023;C52-E;23047.51;691.43;5300.92;3457.12;0;0;0;23047.51;691.43;5531.4;3457.12;0
;16689;092023;C51-E;22485.38;674.56;3597.66;3372.8;0;0;0;22485.38;674.56;3597.66;3372.8;0
;16690;092023;C50-E;21936.96;658.11;3290.54;3290.54;0;0;0;21936.96;658.11;3290.54;3290.54;0
;16691;092023;C51-E;22485.38;674.56;3372.8;3147.95;0;0;0;22485.38;674.56;3372.8;3147.95;0
;16693;092023;C51-E;22485.38;674.56;3372.8;3372.8;0;0;0;22485.38;674.56;3372.8;3372.8;0
;16700;092023;C51-E;22485.38;674.56;3372.8;3372.8;0;0;0;22485.38;674.56;3372.8;3372.8;0
;16706;092023;C45;19109.42;573.28;2293.13;2866.41;0;8280.74;0;19109.42;573.28;2293.13;2866.41;0
;16707;092023;C50-E;21936.96;658.11;3509.91;3290.54;0;0;0;22485.38;674.56;3597.66;3372.8;0
;16709;092023;C51-E;22485.38;674.56;3372.8;3372.8;0;9968.51;13291.01;22485.38;674.56;3372.8;3372.8;0
;16711;092023;C49-E;21401.91;642.06;2996.26;3210.28;0;0;0;21936.96;658.11;3071.17;3290.54;0
;16720;092023;B66-E;33525.63;1005.77;5028.84;5028.84;0;0;0;33525.63;1005.77;5028.84;5028.84;0
;16721;092023;C51-E;22485.38;674.56;3372.8;3372.8;0;0;0;22485.38;674.56;3372.8;3372.8;0
;16726;092023;B66-E;33525.63;1005.77;5028.84;5028.84;0;12529.98;0;33525.63;1005.77;5028.84;5028.84;0
;16728;092023;B66-E;33525.63;1005.77;5699.35;5028.84;0;0;0;33525.63;1005.77;6034.61;5028.84;0
;16730;092023;B66-E;33525.63;1005.77;7040.38;5028.84;0;0;0;33525.63;1005.77;7040.38;5028.84;0
;16731;092023;C51-E;22485.38;674.56;3372.8;3147.95;0;0;0;22485.38;674.56;3372.8;3147.95;0
;16732;092023;B66-E;33525.63;1005.77;5028.84;5028.84;0;0;0;33525.63;1005.77;5028.84;5028.84;0
;16739;092023;B66-E;33525.63;1005.77;6369.86;5028.84;0;0;0;33525.63;1005.77;6369.86;5028.84;0
;16740;092023;B66-E;33525.63;1005.77;5028.84;5028.84;0;0;0;33525.63;1005.77;5028.84;5028.84;0
;16742;092023;B66-E;33525.63;1005.77;5028.84;5028.84;0;0;0;33525.63;1005.77;5028.84;5028.84;0
;16743;092023;B66-E;33525.63;1005.77;5028.84;5028.84;0;0;0;33525.63;1005.77;5028.84;5028.84;0
;16744;092023;B66-E;33525.63;1005.77;5699.35;4777.4;0;0;0;33525.63;1005.77;5699.35;4777.4;0
;16746;092023;B66-E;33525.63;1005.77;5028.84;5028.84;0;0;0;33525.63;1005.77;5028.84;5028.84;0
;16747;092023;B66-E;33525.63;1005.77;5028.84;5028.84;0;0;0;33525.63;1005.77;5028.84;5028.84;0
;16749;092023;B66-E;33525.63;1005.77;5699.35;5028.84;0;0;0;33525.63;1005.77;5699.35;5028.84;0
;16752;092023;B66-E;33525.63;1005.77;5028.84;5028.84;0;0;0;33525.63;1005.77;5028.84;5028.84;0
;16753;092023;B66-E;33525.63;1005.77;5028.84;5028.84;0;0;0;33525.63;1005.77;5028.84;5028.84;0
;16755;092023;B66-E;33525.63;1005.77;5028.84;5028.84;0;0;0;33525.63;1005.77;5028.84;5028.84;0
;16759;092023;B66-E;33525.63;1005.77;8716.66;5028.84;0;0;0;33525.63;1005.77;9051.92;5028.84;0
;16760;092023;B66-E;33525.63;1005.77;5028.84;5028.84;0;0;0;33525.63;1005.77;5028.84;5028.84;0
;16764;092023;B66-E;33525.63;1005.77;5364.1;5028.84;0;0;0;33525.63;1005.77;5364.1;5028.84;0
;16765;092023;B66-E;33525.63;1005.77;5028.84;5028.84;0;0;0;33525.63;1005.77;5028.84;5028.84;0
;16769;092023;B58;27119.19;813.58;2440.72;4067.87;0;0;0;27797.17;833.92;2501.74;4169.57;0
;16771;092023;B66-E;33525.63;1005.77;5699.35;5028.84;5262.59;0;0;33525.63;1005.77;5699.35;5028.84;5262.59
;16772;092023;B66-E;33525.63;1005.77;7040.38;5028.84;0;0;0;33525.63;1005.77;7040.38;5028.84;0
;16773;092023;B66-E;33525.63;1005.77;5028.84;5028.84;0;0;0;33525.63;1005.77;5028.84;5028.84;0
;16777;092023;B66-E;33525.63;1005.77;5028.84;5028.84;0;0;0;33525.63;1005.77;5028.84;5028.84;0
;16780;092023;A66-E;33525.63;1005.77;5028.84;5028.84;0;12529.98;16706.22;33525.63;1005.77;5028.84;5028.84;0
;16786;092023;A66-E;33525.63;1005.77;5028.84;5028.84;0;0;0;33525.63;1005.77;5028.84;5028.84;0
;16787;092023;A66-E;33525.63;1005.77;9051.92;5028.84;0;0;0;33525.63;1005.77;9387.17;5028.84;0
;16791;092023;A66-E;33525.63;1005.77;5028.84;5028.84;0;0;0;33525.63;1005.77;5028.84;5028.84;0
;16795;092023;A66-E;33525.63;1005.77;5028.84;4023.07;0;0;0;33525.63;1005.77;5028.84;4023.07;0
;16796;092023;A66-E;33525.63;1005.77;4693.58;5028.84;0;0;0;33525.63;1005.77;4693.58;5028.84;0
;16799;092023;A66-E;33525.63;1005.77;10392.94;5028.84;5262.59;0;0;33525.63;1005.77;10392.94;5028.84;5262.59
;16800;092023;A66-E;33525.63;1005.77;5028.84;5028.84;0;0;0;33525.63;1005.77;5028.84;5028.84;0
;16802;092023;B66-E;33525.63;1005.77;5028.84;5028.84;0;0;0;33525.63;1005.77;5028.84;5028.84;0
;16803;092023;A66-E;33525.63;1005.77;5028.84;5028.84;0;0;0;33525.63;1005.77;5028.84;5028.84;0
;16804;092023;B66-E;33525.63;1005.77;5028.84;5028.84;0;0;0;33525.63;1005.77;5028.84;5028.84;0
;16805;092023;A66-E;33525.63;1005.77;5028.84;5028.84;0;0;0;33525.63;1005.77;5028.84;5028.84;0
;16806;092023;A66-E;33525.63;1005.77;5028.84;5028.84;5262.59;0;0;33525.63;1005.77;5028.84;5028.84;5262.59
;16809;092023;A66-E;33525.63;1005.77;5028.84;5028.84;0;0;0;33525.63;1005.77;5028.84;5028.84;0
;16810;092023;B66-E;33525.63;1005.77;5028.84;5028.84;0;0;0;33525.63;1005.77;5028.84;5028.84;0
;16811;092023;B66-E;33525.63;1005.77;6034.61;5028.84;0;0;0;33525.63;1005.77;6369.86;5028.84;0
;16812;092023;A66-E;33525.63;1005.77;5028.84;5028.84;0;0;0;33525.63;1005.77;5028.84;5028.84;0
;16813;092023;B66-E;33525.63;1005.77;5028.84;5028.84;5262.59;0;0;33525.63;1005.77;5028.84;5028.84;5262.59
;16814;092023;B66-E;33525.63;1005.77;5028.84;4190.7;0;0;0;33525.63;1005.77;5028.84;4190.7;0
;16815;092023;B66-E;33525.63;1005.77;5028.84;5028.84;0;0;0;33525.63;1005.77;5028.84;5028.84;0
;16816;092023;B66-E;33525.63;1005.77;5699.35;5028.84;0;0;0;33525.63;1005.77;5699.35;5028.84;0
;16820;092023;B66-E;33525.63;1005.77;5699.35;5028.84;0;0;0;33525.63;1005.77;5699.35;5028.84;0
;16822;092023;B66-E;33525.63;1005.77;5028.84;5028.84;0;0;0;33525.63;1005.77;5028.84;5028.84;0
;16823;092023;A66-E;33525.63;1005.77;5028.84;5028.84;5262.59;0;0;33525.63;1005.77;5364.1;5028.84;5262.59
;16830;092023;C51-E;22485.38;674.56;3372.8;3372.8;0;0;0;22485.38;674.56;3372.8;3372.8;0
;16831;092023;C51-E;22485.38;674.56;3372.8;3372.8;0;0;0;22485.38;674.56;3372.8;3372.8;0
;16832;092023;B66-E;33525.63;1005.77;5028.84;5028.84;0;0;0;33525.63;1005.77;5028.84;5028.84;0
;16835;092023;C51-E;22485.38;674.56;7195.32;3372.8;0;0;0;22485.38;674.56;7195.32;3372.8;0
;16836;092023;C51-E;22485.38;674.56;3372.8;3372.8;0;0;0;22485.38;674.56;3372.8;3372.8;0
;16837;092023;C51-E;22485.38;674.56;5846.19;3372.8;0;0;0;22485.38;674.56;5846.19;3372.8;0
;16838;092023;C51-E;22485.38;674.56;3372.8;3372.8;0;0;0;22485.38;674.56;3372.8;3372.8;0
;16839;092023;C51-E;22485.38;674.56;3372.8;3372.8;0;0;0;22485.38;674.56;3372.8;3372.8;0
;16840;092023;C51-E;22485.38;674.56;3372.8;3372.8;0;0;0;22485.38;674.56;3372.8;3372.8;0
;16841;092023;C51-E;22485.38;674.56;3372.8;3372.8;0;0;0;22485.38;674.56;3372.8;3372.8;0
;16846;092023;B66-E;33525.63;1005.77;5028.84;5028.84;0;0;0;33525.63;1005.77;5028.84;5028.84;0
;16847;092023;C51-E;22485.38;674.56;3372.8;3372.8;4186.77;0;0;22485.38;674.56;3372.8;3372.8;4186.77
;16848;092023;C49-E;21401.91;642.06;2996.26;3210.28;0;0;0;21401.91;642.06;2996.26;3210.28;0
;16864;092023;B66-E;33525.63;1005.77;5028.84;5028.84;0;0;0;33525.63;1005.77;5028.84;5028.84;0
;16872;092023;B66-E;33525.63;1005.77;5028.84;4525.96;5262.59;0;0;33525.63;1005.77;5028.84;4525.96;5262.59
;16920;092023;C50-E;21936.96;658.11;3290.54;3290.54;0;0;0;22485.38;674.56;3372.8;3372.8;0
;16921;092023;C50-E;21936.96;658.11;3948.65;3290.54;0;0;0;22485.38;674.56;4047.36;3372.8;0
;16922;092023;C50-E;21936.96;658.11;3290.54;3290.54;0;0;0;22485.38;674.56;3372.8;3372.8;0
;16923;092023;C49-E;21401.91;642.06;2996.26;3210.28;0;0;0;21401.91;642.06;2996.26;3210.28;0
;16934;092023;C50-E;21936.96;658.11;3290.54;3290.54;0;0;0;21936.96;658.11;3290.54;3290.54;0
;18125;092023;E18;9256.89;277.71;1203.39;1388.53;1697.71;0;0;9256.89;277.71;1203.39;1388.53;1697.71
;18323;092023;B63;30682.87;920.49;3681.94;4602.43;0;12529.98;16706.22;30682.87;920.49;3681.94;4602.43;0
;18325;092023;B63;30682.87;920.49;3681.94;4602.43;0;0;0;30682.87;920.49;3681.94;4602.43;0
;18326;092023;C48;20578.76;617.36;2469.45;3086.81;3745.33;0;0;20578.76;617.36;2469.45;3086.81;3745.33
;18327;092023;B63;30682.87;920.49;3681.94;4602.43;0;0;0;30682.87;920.49;3681.94;4602.43;0
;18328;092023;B63;30682.87;920.49;4602.43;4602.43;0;0;0;30682.87;920.49;4602.43;4602.43;0
;18330;092023;B63;30682.87;920.49;5829.74;4602.43;0;0;0;30682.87;920.49;6136.57;4602.43;0
;18332;092023;C48;20578.76;617.36;2469.45;3086.81;0;0;0;20578.76;617.36;2469.45;3086.81;0
;18333;092023;B60;28492.1;854.76;3703.97;4273.81;0;0;0;28492.1;854.76;3703.97;4273.81;0
;18334;092023;A63;30682.87;920.49;5829.74;4602.43;0;0;0;30682.87;920.49;5829.74;4602.43;0
;18335;092023;C48;20578.76;617.36;2469.45;3086.81;0;0;0;20578.76;617.36;2469.45;3086.81;0
;18338;092023;B63;30682.87;920.49;3681.94;4602.43;0;0;0;30682.87;920.49;3681.94;4602.43;0
;18339;092023;B63;30682.87;920.49;3681.94;4602.43;0;0;0;30682.87;920.49;3681.94;4602.43;0
;18340;092023;C48;20578.76;617.36;2469.45;3086.81;0;0;0;20578.76;617.36;2469.45;3086.81;0
;18342;092023;A63;30682.87;920.49;3681.94;4602.43;0;12529.98;16706.22;30682.87;920.49;3681.94;4602.43;0
;18343;092023;C48;20578.76;617.36;2469.45;3086.81;0;8917.46;11889.64;20578.76;617.36;2469.45;3086.81;0
;18344;092023;B63;30682.87;920.49;3681.94;4602.43;0;0;0;30682.87;920.49;3681.94;4602.43;0
;18345;092023;C48;20578.76;617.36;2469.45;3086.81;4382.28;9907.02;11804.78;20578.76;617.36;2469.45;3086.81;3745.33
;18346;092023;B63;30682.87;920.49;9818.51;4602.43;5262.59;0;0;30682.87;920.49;9818.51;4602.43;5262.59
;18347;092023;B63;30682.87;920.49;4295.6;4602.43;0;0;0;30682.87;920.49;4295.6;4602.43;0
;18348;092023;B63;30682.87;920.49;7363.88;4602.43;0;0;0;30682.87;920.49;7363.88;4602.43;0
;18350;092023;C48;20578.76;617.36;2469.45;3086.81;3745.33;0;0;20578.76;617.36;2469.45;3086.81;3745.33
;18351;092023;C48;20578.76;617.36;2469.45;1234.72;0;0;0;20578.76;617.36;2469.45;1234.72;0
;18403;092023;C47;20076.84;602.31;2409.22;3011.52;0;0;0;20578.76;617.36;2469.45;3086.81;0
;18411;092023;B62;29934.51;898.04;3592.14;4490.17;0;0;0;29934.51;898.04;3592.14;4490.17;0
;18459;092023;C47;20076.84;602.31;2409.22;3011.52;0;0;0;20076.84;602.31;2409.22;3011.52;0
;18473;092023;C47;20076.84;602.31;2409.22;3011.52;3653.98;0;0;20076.84;602.31;2409.22;3011.52;3653.98
;18493;092023;B62;29934.51;898.04;3592.14;4490.17;0;0;0;29934.51;898.04;3592.14;4490.17;0
;18552;092023;B62;29934.51;898.04;3292.79;4340.5;0;0;0;29934.51;898.04;3592.14;4340.5;0
;18665;092023;B62;29934.51;898.04;3891.48;4490.17;0;0;0;29934.51;898.04;3891.48;4490.17;0
;18752;092023;C47;20076.84;602.31;2208.45;3011.52;0;0;0;20076.84;602.31;2208.45;3011.52;0
;18820;092023;B62;29934.51;898.04;3292.79;4490.17;0;0;0;29934.51;898.04;3292.79;4490.17;0
;19167;092023; ;0;0;0;0;0;2881.29;0;0;0;0;0;0
;19497;092023;A61;29204.4;876.13;2920.44;4380.66;0;0;0;29204.4;876.13;2920.44;4380.66;0
;20067;092023;C41;17062.5;511.88;3241.87;2559.37;0;0;0;17062.5;511.88;3241.87;2559.37;0
;20979;092023; ;11456.24;0;0;0;0;0;0;11456.24;0;0;0;0
;22348;092023; ;14944.83;0;0;0;0;0;0;14944.83;0;0;0;0
;22561;092023;C35;14500.73;435.02;725.03;2175.1;0;0;0;14500.73;435.02;725.03;2175.1;0
;22610;092023;C35;14500.73;435.02;290.01;2175.1;0;0;0;14500.73;435.02;290.01;2175.1;0
;22617;092023;C35;14500.73;435.02;290.01;2175.1;0;0;0;14500.73;435.02;290.01;2175.1;0
;22698;092023;B50;21620.56;648.62;864.82;3243.08;0;0;0;21620.56;648.62;864.82;3243.08;0
;22699;092023;A50;21620.56;648.62;432.41;3243.08;0;0;0;21620.56;648.62;432.41;3243.08;0
;22700;092023;B50;21620.56;648.62;432.41;3243.08;0;0;0;21620.56;648.62;432.41;3243.08;0
;22701;092023;A50;21620.56;648.62;432.41;3243.08;0;0;0;21620.56;648.62;432.41;3243.08;0
;22702;092023;C35;14500.73;435.02;290.01;2175.1;0;0;0;14500.73;435.02;290.01;2175.1;0
;22703;092023;A50;21620.56;648.62;5188.93;3243.08;0;0;0;21620.56;648.62;5188.93;3243.08;0
;22705;092023;B50;21620.56;648.62;432.41;3243.08;0;8648.22;11530.67;21620.56;648.62;432.41;3243.08;0
;22707;092023;A50;21620.56;648.62;432.41;3243.08;0;0;0;21620.56;648.62;432.41;3243.08;0
;22708;092023;B50;21620.56;648.62;432.41;3243.08;0;0;0;21620.56;648.62;432.41;3243.08;0
;22709;092023;A50;21620.56;648.62;432.41;3243.08;0;0;0;21620.56;648.62;432.41;3243.08;0
;22711;092023;A50;21620.56;648.62;432.41;3243.08;0;0;0;21620.56;648.62;432.41;3243.08;0
;22712;092023;B50;21620.56;648.62;432.41;3243.08;0;0;0;21620.56;648.62;432.41;3243.08;0
;22722;092023;B50;21620.56;648.62;864.82;3243.08;0;0;0;21620.56;648.62;864.82;3243.08;0
;22723;092023;A50;21620.56;648.62;432.41;3243.08;0;0;0;21620.56;648.62;432.41;3243.08;0
;22729;092023;C35;14500.73;435.02;290.01;2175.1;0;0;0;14500.73;435.02;290.01;2175.1;0
;22730;092023;B50;21620.56;648.62;864.82;3243.08;0;0;0;21620.56;648.62;864.82;3243.08;0
;22731;092023;C35;14500.73;435.02;290.01;2175.1;0;0;7733.52;14500.73;435.02;290.01;2175.1;0
;22739;092023;C35;14500.73;435.02;290.01;2175.1;0;5800.28;7733.52;14500.73;435.02;290.01;2175.1;0
;22740;092023;B50;21620.56;648.62;432.41;3243.08;0;0;0;21620.56;648.62;432.41;3243.08;0
;22743;092023;C35;14500.73;435.02;290.01;2175.1;0;0;0;14500.73;435.02;290.01;2175.1;0
;22752;092023;C35;14500.73;435.02;290.01;2175.1;0;0;0;14500.73;435.02;290.01;2175.1;0
;22836;092023;C34;14147.05;424.41;0;2122.05;0;0;0;14147.05;424.41;0;2122.05;0
;22837;092023;B49;21093.23;632.8;0;3163.98;0;0;0;21093.23;632.8;0;3163.98;0
;22838;092023;B49;21093.23;632.8;0;3163.98;0;0;0;21093.23;632.8;0;3163.98;0
;22842;092023;C34;14147.05;424.41;282.94;2122.05;0;0;0;14147.05;424.41;282.94;2122.05;0
;22843;092023;C34;14147.05;424.41;282.94;2122.05;0;0;0;14147.05;424.41;282.94;2122.05;0
;22844;092023;C34;14147.05;424.41;282.94;2122.05;0;5658.81;7544.9;14147.05;424.41;282.94;2122.05;0
;22851;092023;B49;21093.23;632.8;421.86;3163.98;0;0;0;21093.23;632.8;421.86;3163.98;0
